card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
798f5451,WELL-011,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,84.5,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (886 cP) and pumping speed (8.7 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (886.3 cP) increases rod downstroke fluid drag; High pumping speed (8.7 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (119.0 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=101.3).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.7 SPM to 6.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (886.3 cP) increases rod downstroke fluid drag | High pumping speed (8.7 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (119.0 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=101.3)
2dcd7c0f,WELL-005,Normal,Normal,0.9516,0.9516,0.045,0.0,0.0034,5.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
e4ec96fc,WELL-010,Normal,Normal,0.9654,0.9654,0.0289,0.0,0.0056,5.7,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
08557298,WELL-015,Fluid Pound,Fluid Pound,0.9991,0.0,0.0009,0.9991,0.0,91.4,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1451 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1451 ft above pump) indicates pump-off condition; Low pump submergence ratio (33.6%); Sharp fluid-surface impact shock detected (slope_z=103.5); Depressed minimum load (3728 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.3 SPM to 4.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1451 ft above pump) indicates pump-off condition | Low pump submergence ratio (33.6%) | Sharp fluid-surface impact shock detected (slope_z=103.5) | Depressed minimum load (3728 lbf) flags plunger free-fall inside barrel
f26a333b,WELL-009,Normal,Normal,0.9951,0.9951,0.0028,0.0001,0.002,4.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
584cd634,WELL-012,Fluid Pound,Fluid Pound,0.9989,0.0,0.0011,0.9989,0.0,92.4,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (905 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (905 ft above pump) indicates pump-off condition; Low pump submergence ratio (17.5%); Sharp fluid-surface impact shock detected (slope_z=86.7); Depressed minimum load (5248 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.1 SPM to 4.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (905 ft above pump) indicates pump-off condition | Low pump submergence ratio (17.5%) | Sharp fluid-surface impact shock detected (slope_z=86.7) | Depressed minimum load (5248 lbf) flags plunger free-fall inside barrel
64bb1146,WELL-018,Normal,Normal,0.981,0.981,0.0009,0.0,0.0181,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
1ccecb0e,WELL-009,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,75.1,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1634 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1634 ft above pump) indicates pump-off condition; Low pump submergence ratio (50.0%); Sharp fluid-surface impact shock detected (slope_z=49.3); Depressed minimum load (3712 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 4.8 SPM to 3.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1634 ft above pump) indicates pump-off condition | Low pump submergence ratio (50.0%) | Sharp fluid-surface impact shock detected (slope_z=49.3) | Depressed minimum load (3712 lbf) flags plunger free-fall inside barrel
11e4dabb,WELL-018,Normal,Normal,0.9868,0.9868,0.0039,0.0001,0.0092,6.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
3a6f124e,WELL-004,Normal,Normal,0.9333,0.9333,0.0639,0.0,0.0027,4.3,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
467e6377,WELL-011,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,73.3,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (699 cP) and pumping speed (8.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (699.4 cP) increases rod downstroke fluid drag; High pumping speed (8.2 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=88.4).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.2 SPM to 6.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (699.4 cP) increases rod downstroke fluid drag | High pumping speed (8.2 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=88.4)
dc13dbfa,WELL-020,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,90.0,Critical,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1304 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1304 ft above pump) indicates pump-off condition; Low pump submergence ratio (22.0%); Sharp fluid-surface impact shock detected (slope_z=118.6).",IMMEDIATE ACTION: Throttle pump speed from 5.3 SPM to 3.7 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1304 ft above pump) indicates pump-off condition | Low pump submergence ratio (22.0%) | Sharp fluid-surface impact shock detected (slope_z=118.6)
48155cac,WELL-007,Normal,Normal,0.9755,0.9755,0.0235,0.0,0.001,4.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
ea60bf3d,WELL-008,Rod Floating,Rod Floating,0.9997,0.0003,0.9997,0.0,0.0,74.3,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (753 cP) and pumping speed (9.7 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (752.7 cP) increases rod downstroke fluid drag; High pumping speed (9.7 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=54.7).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.7 SPM to 7.3 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (752.7 cP) increases rod downstroke fluid drag | High pumping speed (9.7 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=54.7)
11f54f12,WELL-002,Normal,Normal,0.9859,0.9859,0.0026,0.0,0.0115,4.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
b8efc997,WELL-014,Normal,Normal,0.9854,0.9854,0.0021,0.0,0.0126,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
89e70874,WELL-012,Normal,Normal,0.9698,0.9698,0.0244,0.0,0.0057,5.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
d74b56d0,WELL-015,Fluid Pound,Fluid Pound,0.9994,0.0,0.0005,0.9994,0.0,93.4,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1332 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1332 ft above pump) indicates pump-off condition; Low pump submergence ratio (30.9%); Sharp fluid-surface impact shock detected (slope_z=127.9); Depressed minimum load (3737 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.3 SPM to 4.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1332 ft above pump) indicates pump-off condition | Low pump submergence ratio (30.9%) | Sharp fluid-surface impact shock detected (slope_z=127.9) | Depressed minimum load (3737 lbf) flags plunger free-fall inside barrel
64f6de19,WELL-018,Fluid Pound,Fluid Pound,0.9848,0.0001,0.0152,0.9848,0.0,82.5,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1656 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1656 ft above pump) indicates pump-off condition; Low pump submergence ratio (29.2%); Sharp fluid-surface impact shock detected (slope_z=104.5).",IMMEDIATE ACTION: Throttle pump speed from 7.2 SPM to 5.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1656 ft above pump) indicates pump-off condition | Low pump submergence ratio (29.2%) | Sharp fluid-surface impact shock detected (slope_z=104.5)
7d3aca5d,WELL-004,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,77.2,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2388 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2388 ft above pump) indicates pump-off condition; Sharp fluid-surface impact shock detected (slope_z=142.8); Depressed minimum load (4294 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.8 SPM to 4.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2388 ft above pump) indicates pump-off condition | Sharp fluid-surface impact shock detected (slope_z=142.8) | Depressed minimum load (4294 lbf) flags plunger free-fall inside barrel
79538f33,WELL-012,Normal,Normal,0.8864,0.8864,0.1122,0.0,0.0014,4.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
c6b48fdd,WELL-004,Normal,Normal,0.927,0.927,0.0708,0.0,0.0022,4.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
017f84eb,WELL-018,Gas Interference,Normal,0.5988,0.5988,0.0001,0.0002,0.4009,23.3,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
12b9a13a,WELL-011,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,94.5,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1071 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1071 ft above pump) indicates pump-off condition; Low pump submergence ratio (24.6%); Sharp fluid-surface impact shock detected (slope_z=94.8); Depressed minimum load (4213 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 4.7 SPM to 3.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1071 ft above pump) indicates pump-off condition | Low pump submergence ratio (24.6%) | Sharp fluid-surface impact shock detected (slope_z=94.8) | Depressed minimum load (4213 lbf) flags plunger free-fall inside barrel
5224dbbe,WELL-002,Fluid Pound,Fluid Pound,0.9999,0.0,0.0001,0.9999,0.0,70.3,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2791 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=119.8).",IMMEDIATE ACTION: Throttle pump speed from 5.4 SPM to 3.8 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=119.8)
6c5b882f,WELL-014,Normal,Normal,0.9871,0.9871,0.0036,0.0,0.0093,5.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
56a99290,WELL-003,Gas Interference,Gas Interference,0.5927,0.406,0.0,0.0013,0.5927,18.3,Low,val,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Operating parameters within nominal thresholds.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,
b7c985d1,WELL-006,Normal,Normal,0.9518,0.9518,0.0443,0.0,0.0038,4.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
d49b3da5,WELL-020,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,92.9,Critical,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1076 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1076 ft above pump) indicates pump-off condition; Low pump submergence ratio (18.2%); Sharp fluid-surface impact shock detected (slope_z=106.7).",IMMEDIATE ACTION: Throttle pump speed from 5.0 SPM to 3.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1076 ft above pump) indicates pump-off condition | Low pump submergence ratio (18.2%) | Sharp fluid-surface impact shock detected (slope_z=106.7)
8218bc28,WELL-006,Gas Interference,Gas Interference,0.8793,0.1199,0.0,0.0008,0.8793,38.2,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (3877 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (3877 lbf) reflects cushioned valve response
7cf18454,WELL-018,Normal,Normal,0.9891,0.9891,0.0015,0.0,0.0095,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
5e39f976,WELL-001,Normal,Normal,0.9828,0.9828,0.0056,0.0,0.0115,5.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
af74d439,WELL-010,Gas Interference,Gas Interference,0.8771,0.1222,0.0,0.0007,0.8771,37.4,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4356 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4356 lbf) reflects cushioned valve response
9d121e82,WELL-005,Normal,Normal,0.9525,0.9525,0.0439,0.0,0.0036,5.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
e107ebd3,WELL-017,Normal,Normal,0.9913,0.9913,0.0078,0.0,0.0009,4.4,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
82e5170b,WELL-015,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,89.7,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (904 cP) and pumping speed (8.7 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (903.9 cP) increases rod downstroke fluid drag; High pumping speed (8.7 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (97.1 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=111.9).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.7 SPM to 6.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (903.9 cP) increases rod downstroke fluid drag | High pumping speed (8.7 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (97.1 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=111.9)
167d3886,WELL-015,Normal,Normal,0.9585,0.9585,0.0369,0.0,0.0046,4.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
1ee7734b,WELL-001,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,82.5,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (725 cP) and pumping speed (10.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (724.6 cP) increases rod downstroke fluid drag; High pumping speed (10.8 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=166.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.8 SPM to 8.1 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (724.6 cP) increases rod downstroke fluid drag | High pumping speed (10.8 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=166.6)
745fe6bb,WELL-015,Normal,Normal,0.9747,0.9747,0.02,0.0,0.0053,5.2,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
dc0aa8c6,WELL-014,Gas Interference,Gas Interference,0.5519,0.4478,0.0001,0.0002,0.5519,38.6,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Volumetric card area collapsed to 0.58 due to gas compression; Narrow load swing (3589 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Volumetric card area collapsed to 0.58 due to gas compression | Narrow load swing (3589 lbf) reflects cushioned valve response
462cfbc4,WELL-016,Rod Floating,Rod Floating,0.9543,0.0457,0.9543,0.0,0.0,54.5,Medium,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (838 cP) and pumping speed (5.6 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (837.9 cP) increases rod downstroke fluid drag.,ADVISORY: Monitor downstroke load trough. Trim VFD speed by 0.5-1.0 SPM if wellbore temperature drops further. Plan thermal stimulation cycle.,Elevated viscosity (837.9 cP) increases rod downstroke fluid drag
54c4a15b,WELL-011,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,88.9,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1522 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1522 ft above pump) indicates pump-off condition; Low pump submergence ratio (35.0%); Sharp fluid-surface impact shock detected (slope_z=98.1); Depressed minimum load (4195 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.2 SPM to 3.7 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1522 ft above pump) indicates pump-off condition | Low pump submergence ratio (35.0%) | Sharp fluid-surface impact shock detected (slope_z=98.1) | Depressed minimum load (4195 lbf) flags plunger free-fall inside barrel
bc392ed2,WELL-017,Gas Interference,Normal,0.6127,0.6127,0.0,0.0009,0.3864,11.6,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
b67b4f80,WELL-017,Normal,Normal,0.9945,0.9945,0.0012,0.0001,0.0043,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
91e6647b,WELL-019,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,68.4,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (829 cP) and pumping speed (7.3 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (829.0 cP) increases rod downstroke fluid drag; Severe mechanical impact spike detected on downstroke (slope_z=78.5).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.3 SPM to 5.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (829.0 cP) increases rod downstroke fluid drag | Severe mechanical impact spike detected on downstroke (slope_z=78.5)
d68a54ff,WELL-013,Rod Floating,Rod Floating,0.9994,0.0006,0.9994,0.0,0.0,74.3,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (873 cP) and pumping speed (8.5 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (873.3 cP) increases rod downstroke fluid drag; High pumping speed (8.5 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=49.0).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.5 SPM to 6.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (873.3 cP) increases rod downstroke fluid drag | High pumping speed (8.5 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=49.0)
cf0e5175,WELL-007,Gas Interference,Normal,0.6789,0.6789,0.0001,0.0005,0.3206,14.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
49ee4de4,WELL-001,Fluid Pound,Fluid Pound,0.9999,0.0,0.0,0.9999,0.0001,77.9,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1859 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1859 ft above pump) indicates pump-off condition; Low pump submergence ratio (43.1%); Sharp fluid-surface impact shock detected (slope_z=78.0); Depressed minimum load (5081 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 7.2 SPM to 5.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1859 ft above pump) indicates pump-off condition | Low pump submergence ratio (43.1%) | Sharp fluid-surface impact shock detected (slope_z=78.0) | Depressed minimum load (5081 lbf) flags plunger free-fall inside barrel
61906ccd,WELL-008,Fluid Pound,Fluid Pound,0.9998,0.0,0.0002,0.9998,0.0,74.3,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2084 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2084 ft above pump) indicates pump-off condition; Sharp fluid-surface impact shock detected (slope_z=69.3); Depressed minimum load (3708 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 7.4 SPM to 5.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2084 ft above pump) indicates pump-off condition | Sharp fluid-surface impact shock detected (slope_z=69.3) | Depressed minimum load (3708 lbf) flags plunger free-fall inside barrel
94e9647e,WELL-006,Normal,Normal,0.9569,0.9569,0.0401,0.0,0.003,3.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
